PMID,ENTREZ,GO,BTO,score
25572286,8600,GO:0005634,BTO:0000140,94.9855766524
25572286,8600,GO:0005634,BTO:0000140,94.9855766524
25575297,8600,GO:0005634,BTO:0000140,94.9855766524
25575458,8600,GO:0005634,BTO:0000140,94.9855766524
25595364,8600,GO:0005634,BTO:0000140,94.9855766524
25627039,8600,GO:0005634,BTO:0000140,94.9855766524
25646168,8600,GO:0005634,BTO:0000140,94.9855766524
25707967,8600,GO:0005634,BTO:0000140,94.9855766524
25720990,8600,GO:0005634,BTO:0000140,94.9855766524
25721666,8600,GO:0005634,BTO:0000140,94.9855766524
25738584,8600,GO:0005634,BTO:0000140,94.9855766524
25760304,8600,GO:0005634,BTO:0000140,94.9855766524
25811130,8600,GO:0005634,BTO:0000140,94.9855766524
25811130,8600,GO:0005634,BTO:0000140,94.9855766524
25832610,8600,GO:0005634,BTO:0000140,94.9855766524
25837159,8600,GO:0005634,BTO:0000140,94.9855766524
25889630,8600,GO:0005634,BTO:0000140,94.9855766524
25947259,8600,GO:0005634,BTO:0000140,94.9855766524
25954061,8600,GO:0005634,BTO:0000140,94.9855766524
25974308,8600,GO:0005634,BTO:0000140,94.9855766524
26016944,8600,GO:0005634,BTO:0000140,94.9855766524
26044862,8600,GO:0005634,BTO:0000140,94.9855766524
26065000,8600,GO:0005634,BTO:0000140,94.9855766524
26112994,8600,GO:0005634,BTO:0000140,94.9855766524
26149648,8600,GO:0005634,BTO:0000140,94.9855766524
26177791,8600,GO:0005634,BTO:0000140,94.9855766524
26205395,8600,GO:0005634,BTO:0000140,94.9855766524
26315618,8600,GO:0005634,BTO:0000140,94.9855766524
26337218,8600,GO:0005634,BTO:0000140,94.9855766524
26351115,8600,GO:0005634,BTO:0000140,94.9855766524
26376946,8600,GO:0005634,BTO:0000140,94.9855766524
26414945,8600,GO:0005634,BTO:0000140,94.9855766524
26420479,8600,GO:0005634,BTO:0000140,94.9855766524
26432443,8600,GO:0005634,BTO:0000140,94.9855766524
26471379,8600,GO:0005634,BTO:0000140,94.9855766524
26506085,8600,GO:0005634,BTO:0000140,94.9855766524
26529931,8600,GO:0005634,BTO:0000140,94.9855766524
26578261,8600,GO:0005634,BTO:0000140,94.9855766524
26579531,8600,GO:0005634,BTO:0000140,94.9855766524
26602825,8600,GO:0005634,BTO:0000140,94.9855766524
26609698,8600,GO:0005634,BTO:0000140,94.9855766524
26617755,8600,GO:0005634,BTO:0000140,94.9855766524
26627060,8600,GO:0005634,BTO:0000140,94.9855766524
26635910,8600,GO:0005634,BTO:0000140,94.9855766524
26639190,8600,GO:0005634,BTO:0000140,94.9855766524
26642432,8600,GO:0005634,BTO:0000140,94.9855766524
26656603,8600,GO:0005634,BTO:0000140,94.9855766524
26657065,8600,GO:0005634,BTO:0000140,94.9855766524
26691826,8600,GO:0005634,BTO:0000140,94.9855766524
26712216,8600,GO:0005634,BTO:0000140,94.9855766524
26771189,8600,GO:0005634,BTO:0000140,94.9855766524
26806398,8600,GO:0005634,BTO:0000140,94.9855766524
26841162,8600,GO:0005634,BTO:0000140,94.9855766524
26923188,8600,GO:0005634,BTO:0000140,94.9855766524
26977415,8600,GO:0005634,BTO:0000140,94.9855766524
26980135,8600,GO:0005634,BTO:0000140,94.9855766524
26987988,8600,GO:0005634,BTO:0000140,94.9855766524
27054952,8600,GO:0005634,BTO:0000140,94.9855766524
27095621,8600,GO:0005634,BTO:0000140,94.9855766524
27108405,8600,GO:0005634,BTO:0000140,94.9855766524
27141814,8600,GO:0005634,BTO:0000140,94.9855766524
27163152,8600,GO:0005634,BTO:0000140,94.9855766524
27163152,8600,GO:0005634,BTO:0000140,94.9855766524
27170515,8600,GO:0005634,BTO:0000140,94.9855766524
27209224,8600,GO:0005634,BTO:0000140,94.9855766524
27266195,8600,GO:0005634,BTO:0000140,94.9855766524
27279356,8600,GO:0005634,BTO:0000140,94.9855766524
27336899,8600,GO:0005634,BTO:0000140,94.9855766524
27338367,8600,GO:0005634,BTO:0000140,94.9855766524
27461494,8600,GO:0005634,BTO:0000140,94.9855766524
27461496,8600,GO:0005634,BTO:0000140,94.9855766524
27461682,8600,GO:0005634,BTO:0000140,94.9855766524
27461682,8600,GO:0005634,BTO:0000140,94.9855766524
27515196,8600,GO:0005634,BTO:0000140,94.9855766524
27552373,8600,GO:0005634,BTO:0000140,94.9855766524
27730697,8600,GO:0005634,BTO:0000140,94.9855766524
27774939,8600,GO:0005634,BTO:0000140,94.9855766524
27783536,8600,GO:0005634,BTO:0000140,94.9855766524
27836774,8600,GO:0005634,BTO:0000140,94.9855766524
27849387,8600,GO:0005634,BTO:0000140,94.9855766524
27894399,8600,GO:0005634,BTO:0000140,94.9855766524
27925188,8600,GO:0005634,BTO:0000140,94.9855766524
27929439,8600,GO:0005634,BTO:0000140,94.9855766524
27988276,8600,GO:0005634,BTO:0000140,94.9855766524
11165949,4982,GO:0005634,BTO:0000140,64.5391398929
11336917,4982,GO:0005634,BTO:0000140,64.5391398929
11393778,4982,GO:0005634,BTO:0000140,64.5391398929
11393778,4982,GO:0005634,BTO:0000140,64.5391398929
11426018,4982,GO:0005634,BTO:0000140,64.5391398929
11426018,4982,GO:0005634,BTO:0000140,64.5391398929
11505389,4982,GO:0005634,BTO:0000140,64.5391398929
11855844,4982,GO:0005634,BTO:0000140,64.5391398929
11950689,4982,GO:0005634,BTO:0000140,64.5391398929
12213884,4982,GO:0005634,BTO:0000140,64.5391398929
12351414,4982,GO:0005634,BTO:0000140,64.5391398929
12548589,4982,GO:0005634,BTO:0000140,64.5391398929
12564836,4982,GO:0005634,BTO:0000140,64.5391398929
12600190,4982,GO:0005634,BTO:0000140,64.5391398929
12615702,4982,GO:0005634,BTO:0000140,64.5391398929
12689925,4982,GO:0005634,BTO:0000140,64.5391398929
12773123,4982,GO:0005634,BTO:0000140,64.5391398929
12828654,4982,GO:0005634,BTO:0000140,64.5391398929
12855635,4982,GO:0005634,BTO:0000140,64.5391398929
12915674,4982,GO:0005634,BTO:0000140,64.5391398929
12932284,4982,GO:0005634,BTO:0000140,64.5391398929
12970288,4982,GO:0005634,BTO:0000140,64.5391398929
14602774,4982,GO:0005634,BTO:0000140,64.5391398929
14616979,4982,GO:0005634,BTO:0000140,64.5391398929
14675140,4982,GO:0005634,BTO:0000140,64.5391398929
14675140,4982,GO:0005634,BTO:0000140,64.5391398929
14693199,4982,GO:0005634,BTO:0000140,64.5391398929
14725683,4982,GO:0005634,BTO:0000140,64.5391398929
14734048,4982,GO:0005634,BTO:0000140,64.5391398929
15124262,4982,GO:0005634,BTO:0000140,64.5391398929
15207766,4982,GO:0005634,BTO:0000140,64.5391398929
15238146,4982,GO:0005634,BTO:0000140,64.5391398929
15240611,4982,GO:0005634,BTO:0000140,64.5391398929
15252851,4982,GO:0005634,BTO:0000140,64.5391398929
15292302,4982,GO:0005634,BTO:0000140,64.5391398929
15312444,4982,GO:0005634,BTO:0000140,64.5391398929
15312444,4982,GO:0005634,BTO:0000140,64.5391398929
15322748,4982,GO:0005634,BTO:0000140,64.5391398929
15517638,4982,GO:0005634,BTO:0000140,64.5391398929
15561602,4982,GO:0005634,BTO:0000140,64.5391398929
15583970,4982,GO:0005634,BTO:0000140,64.5391398929
15753532,4982,GO:0005634,BTO:0000140,64.5391398929
15801030,4982,GO:0005634,BTO:0000140,64.5391398929
15811051,4982,GO:0005634,BTO:0000140,64.5391398929
15883214,4982,GO:0005634,BTO:0000140,64.5391398929
15899507,4982,GO:0005634,BTO:0000140,64.5391398929
15982347,4982,GO:0005634,BTO:0000140,64.5391398929
15988704,4982,GO:0005634,BTO:0000140,64.5391398929
16105967,4982,GO:0005634,BTO:0000140,64.5391398929
16133687,4982,GO:0005634,BTO:0000140,64.5391398929
16133687,4982,GO:0005634,BTO:0000140,64.5391398929
16143421,4982,GO:0005634,BTO:0000140,64.5391398929
16152630,4982,GO:0005634,BTO:0000140,64.5391398929
16157103,4982,GO:0005634,BTO:0000140,64.5391398929
16277162,4982,GO:0005634,BTO:0000140,64.5391398929
16297161,4982,GO:0005634,BTO:0000140,64.5391398929
16313352,4982,GO:0005634,BTO:0000140,64.5391398929
16322394,4982,GO:0005634,BTO:0000140,64.5391398929
16362459,4982,GO:0005634,BTO:0000140,64.5391398929
16407878,4982,GO:0005634,BTO:0000140,64.5391398929
16482498,4982,GO:0005634,BTO:0000140,64.5391398929
16498049,4982,GO:0005634,BTO:0000140,64.5391398929
16550717,4982,GO:0005634,BTO:0000140,64.5391398929
16567356,4982,GO:0005634,BTO:0000140,64.5391398929
16611736,4982,GO:0005634,BTO:0000140,64.5391398929
16647405,4982,GO:0005634,BTO:0000140,64.5391398929
16651437,4982,GO:0005634,BTO:0000140,64.5391398929
16686314,4982,GO:0005634,BTO:0000140,64.5391398929
16805686,4982,GO:0005634,BTO:0000140,64.5391398929
16952623,4982,GO:0005634,BTO:0000140,64.5391398929
